Nested Sampling Global Log-Evidence           :   -0.196252343725638809E+02  +/-    0.907220512537555424E-01
Nested Importance Sampling Global Log-Evidence:   -0.188584178247581526E+02  +/-    0.150604618030657833E+00

Dim No.       Mean        Sigma
   1    0.102741160993499991E+01    0.165892616734818719E-01
   2    0.185767215040467981E+01    0.237865392590472791E+00
   3    0.788223862773817441E+01    0.193196762066344552E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103312506856296116E+01
   2    0.184628240462676207E+01
   3    0.709074979406422479E+01

MAP Parameters
Dim No.        Parameter
   1    0.106097884636368311E+01
   2    0.191413739059940391E+01
   3    0.697106978336016070E+01
