Nested Sampling Global Log-Evidence           :   -0.197277396289097133E+02  +/-    0.892186421605250524E-01
Nested Importance Sampling Global Log-Evidence:   -0.190183877336234985E+02  +/-    0.129227419906297630E+00

Dim No.       Mean        Sigma
   1    0.103597084271939655E+01    0.168062991259607629E-01
   2    0.181968751290068553E+01    0.249076557188964931E+00
   3    0.736755357918263343E+01    0.239266776073835441E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103295947859224291E+01
   2    0.183460883982261080E+01
   3    0.706873289521683912E+01

MAP Parameters
Dim No.        Parameter
   1    0.104401360628928819E+01
   2    0.185175708039379905E+01
   3    0.968719734792101050E+01
