    0.860693427423916080E+00    0.231404999904786557E+01    0.338695214762744570E+02   -0.261760894341283006E+02
    0.930842012461656987E+00    0.151263380962918736E+01    0.122153836880217046E+02   -0.224323519711340005E+02
    0.110062710281868648E+01    0.214224137863528430E+01    0.103643527189410953E+02   -0.192601813676312155E+02
    0.110155573568776988E+01    0.207986033582698582E+01    0.963761829976658468E+01   -0.192347285256788894E+02
    0.107768083227121125E+01    0.143004756161711355E+01    0.109822988967882047E+02   -0.185818443558609374E+02
    0.105901594120284726E+01    0.142752723760377731E+01    0.118759268823131290E+02   -0.185327323121878713E+02
    0.104553352709629577E+01    0.175418450135226145E+01    0.144886533867723077E+02   -0.185207879652386360E+02
    0.101509022409973082E+01    0.261294936093702646E+01    0.139477168519952546E+02   -0.182791237499799344E+02
    0.103405527946743603E+01    0.893362891964608719E+00    0.555085349338893308E+00   -0.182754834678456710E+02
    0.102199577654224205E+01    0.269390880129210997E+01    0.131515029240358068E+02   -0.182631016967393336E+02
    0.100813600363184297E+01    0.104914872415885041E+01    0.598307011749025186E+01   -0.180568785747454683E+02
    0.106993071884459257E+01    0.988714653786653686E+00    0.704426650793464448E+00   -0.177772956854631623E+02
    0.101373931151238539E+01    0.259674728317466164E+01    0.101209004822702227E+02   -0.177682563568275675E+02
    0.105577523421785124E+01    0.100082243222840983E+01    0.418798599059848442E+01   -0.177605388657095986E+02
    0.102315263745002527E+01    0.182210667507014734E+01    0.143865874257345485E+02   -0.177466946870165181E+02
    0.104481329705166126E+01    0.187685020954109483E+01    0.220783244095846953E+01   -0.176590835371053956E+02
    0.109143456440230135E+01    0.143073196642632006E+01    0.222077332244551151E+01   -0.176552470348808157E+02
    0.977554872089738236E+00    0.223932310549339686E+01    0.132596655566796784E+02   -0.176314178827993793E+02
    0.107915321136058839E+01    0.199259603375316718E+01    0.576330773483481806E+01   -0.175872812404407597E+02
    0.107175436335659513E+01    0.113966616027096790E+01    0.586974803290421221E+01   -0.175133034815674051E+02
    0.107584487659937134E+01    0.230572367843789827E+01    0.874311481304808957E+01   -0.174606990989664510E+02
    0.102983956208559624E+01    0.950674939292774579E+00    0.119220893923806859E+01   -0.174103456427379051E+02
    0.992066741672735786E+00    0.124265362912200539E+01    0.791238260177027186E+01   -0.173882075887326337E+02
    0.109577635909257465E+01    0.154699524933724519E+01    0.774305423845254825E+01   -0.173478625148244170E+02
    0.109543168404388513E+01    0.169621503601960288E+01    0.934909268757807865E+01   -0.173211836586468415E+02
    0.106006012774191394E+01    0.212092786261048838E+01    0.141957237155783034E+02   -0.173119191553678391E+02
    0.105276373652302246E+01    0.223121511865695732E+01    0.144433955408039498E+02   -0.173074606795253700E+02
    0.109454503598666708E+01    0.153672564006840306E+01    0.506031606068782480E+01   -0.172648427093722532E+02
    0.102929284084328732E+01    0.990109636729187947E+00    0.335199682313842695E+01   -0.172173295914130549E+02
    0.100559838736059004E+01    0.115279806816066466E+01    0.689788982249845528E+01   -0.172024109079783578E+02
    0.109232024825174423E+01    0.177973348619310179E+01    0.640063572326258790E+01   -0.170206898279848282E+02
    0.972361536000730498E+00    0.156969596329193672E+01    0.966861587825251156E+01   -0.169447142513911224E+02
    0.108876853770485638E+01    0.152802597026843068E+01    0.359106130101532628E+01   -0.168245854976561979E+02
    0.978811750194296337E+00    0.216003519716467407E+01    0.914854220205723934E+01   -0.168181850993558122E+02
    0.107186120567896559E+01    0.219080333856575304E+01    0.736690192005344002E+01   -0.167826388414640277E+02
    0.102377137047808286E+01    0.112791782246075067E+01    0.651033395727130504E+01   -0.167737396302434973E+02
    0.990368731844249117E+00    0.222234544668350242E+01    0.831602258848058007E+01   -0.166357118340628922E+02
    0.108616864923098033E+01    0.156448384557955888E+01    0.338623245284521568E+01   -0.166265051849865806E+02
    0.106479845583192945E+01    0.117968578270409230E+01    0.589099915455897793E+01   -0.165248926749476297E+02
    0.103176910632069285E+01    0.124955599675361562E+01    0.836816089238333838E+01   -0.164936320768010347E+02
    0.100093939615474370E+01    0.217770642312106899E+01    0.704370884166428013E+01   -0.164742476946775476E+02
    0.108799519855628302E+01    0.153972065619068399E+01    0.807853552427434707E+01   -0.164414175944017060E+02
    0.982826213716938235E+00    0.135286295358268571E+01    0.570021205589731839E+01   -0.164408757815843316E+02
    0.103089781585907936E+01    0.218465915123295940E+01    0.142331431756869051E+02   -0.163935447381575692E+02
    0.105089577436073545E+01    0.257202408867004761E+01    0.116899437207917636E+02   -0.163875366022025872E+02
    0.108624853452580328E+01    0.175138681888052306E+01    0.534659397541891135E+01   -0.163867708336281019E+02
    0.107332406134936886E+01    0.138118386114430081E+01    0.815844227106883579E+01   -0.163283895097901315E+02
    0.109113844339057997E+01    0.182115775263804536E+01    0.883892621299958670E+01   -0.162971509818828721E+02
    0.107960762817153322E+01    0.224007387882736442E+01    0.111011562424651444E+02   -0.162635130814537519E+02
    0.106906105651020678E+01    0.199476359101630685E+01    0.127339433743565120E+02   -0.162382450703373920E+02
    0.108460672467358799E+01    0.133591406969518567E+01    0.420477380761475494E+01   -0.161979886175606786E+02
    0.979696288442004404E+00    0.148515113761828088E+01    0.829194170947842579E+01   -0.161959649464905517E+02
    0.108876521901337964E+01    0.184807551937347525E+01    0.719680965300517084E+01   -0.161833576975331397E+02
    0.992484127106854963E+00    0.142392810241555590E+01    0.231006747779798705E+01   -0.161630275206959304E+02
    0.108814909173231000E+01    0.165906605019156195E+01    0.870550670630288970E+01   -0.161494305270606020E+02
    0.102175523208245123E+01    0.111229761196876065E+01    0.506598839170249704E+01   -0.161428519544717233E+02
    0.105183911690619025E+01    0.187456146742619523E+01    0.130525520721206263E+02   -0.161368604796954500E+02
    0.993862584947572625E+00    0.136086235200427996E+01    0.188596477441871180E+01   -0.160655375568605798E+02
    0.980166162230129312E+00    0.146348176452769185E+01    0.723456567042409482E+01   -0.160576517047325815E+02
    0.108264773730673514E+01    0.174683610703795589E+01    0.102451127405999465E+02   -0.160402762646666766E+02
    0.105937465022434441E+01    0.242457426157791067E+01    0.941321894568709538E+01   -0.160368596020271994E+02
    0.104485728859284133E+01    0.185589552517326029E+01    0.130685644527442477E+02   -0.160156523629561534E+02
    0.108717286006437996E+01    0.166099430527770209E+01    0.865150469660263255E+01   -0.159825248474369417E+02
    0.992325881986343195E+00    0.137792986981853316E+01    0.811595131416232718E+01   -0.159405932736176794E+02
    0.102585228068586543E+01    0.154141022819933715E+01    0.112140770764912308E+02   -0.159348553406519393E+02
    0.991828739141246030E+00    0.134899739630837323E+01    0.740720282350064174E+01   -0.158987246003531393E+02
    0.102131831849988686E+01    0.219183887686828127E+01    0.633370274987676396E+01   -0.158452278856067501E+02
    0.106388676637929880E+01    0.241347069356211419E+01    0.118465920766007642E+02   -0.158312154694626734E+02
    0.107332465907184327E+01    0.142138314834432511E+01    0.803929440651194582E+01   -0.158191179571304659E+02
    0.104160463266054770E+01    0.256769248142152406E+01    0.111304883719286050E+02   -0.157731519301518546E+02
    0.107767288291152430E+01    0.164285066135967650E+01    0.980405789369389780E+01   -0.157685697665125613E+02
    0.105032401456533719E+01    0.219946420029092504E+01    0.134820893820634922E+02   -0.157664789632768194E+02
