   0.801321840286254972E+000   0.495438188314437866E+002   0.113373696804046631E+001  -0.269319258324047737E+008  -0.690775511231546968E+001    1
   0.849496316909790106E+000   0.486927628517150879E+002   0.404283404350280762E+000  -0.248342862990392521E+008  -0.690875511231548245E+001    1
   0.905614972114562988E+000   0.498711019754409790E+002   0.184826552867889404E+001  -0.237965401435429007E+008  -0.690975511231547301E+001    1
   0.103063678741455078E+001   0.495869308710098267E+002   0.117804408073425293E+001  -0.217659287485800199E+008  -0.691075511231547601E+001    1
   0.823980617523193404E+000   0.465938657522201538E+002   0.804325938224792480E+000  -0.211318783407260291E+008  -0.691175511231546658E+001    1
   0.983708906173706099E+000   0.499526709318161011E+002   0.327173471450805664E+001  -0.189810528286207728E+008  -0.691275511231547579E+001    1
   0.962581443786621138E+000   0.472432762384414673E+002   0.173837840557098389E+001  -0.182786491461105831E+008  -0.691375511231547435E+001    1
   0.101326448917388912E+001   0.468583077192306519E+002   0.563442707061767578E-001  -0.181556838836850934E+008  -0.691475511231548357E+001    1
   0.830299854278564453E+000   0.442967534065246582E+002   0.522929430007934570E+000  -0.173123390971229076E+008  -0.691575511231552209E+001    1
   0.896000480651855447E+000   0.446347057819366455E+002   0.134527683258056641E+001  -0.160221735063299052E+008  -0.691675511231554463E+001    1
   0.828998923301696777E+000   0.458495140075683594E+002   0.349176824092864990E+001  -0.153544086794347223E+008  -0.691775511231549967E+001    1
   0.869456863403320401E+000   0.444149404764175415E+002   0.264960229396820068E+001  -0.143926436239010729E+008  -0.691875511231549378E+001    1
   0.923480248451232888E+000   0.452784448862075806E+002   0.317960679531097412E+001  -0.137545217232617848E+008  -0.691975511231551454E+001    1
   0.118248369693756095E+001   0.452800512313842773E+002   0.124509930610656738E+001  -0.134409507585489266E+008  -0.692075511231548113E+001    1
   0.115350844860076895E+001   0.439776241779327393E+002   0.574120879173278809E+000  -0.126653253962843996E+008  -0.692175511231547080E+001    1
   0.101699154376983647E+001   0.448351979255676270E+002   0.369185507297515869E+001  -0.112988156949673798E+008  -0.692275511231549334E+001    1
   0.110766572952270503E+001   0.451182901859283447E+002   0.351538658142089844E+001  -0.111629084245344251E+008  -0.692375511231548746E+001    1
   0.916573143005371072E+000   0.465585827827453613E+002   0.535952746868133545E+001  -0.110864170944004655E+008  -0.692475511231548957E+001    1
   0.879198575019836448E+000   0.459280878305435181E+002   0.540990233421325684E+001  -0.108662997366203386E+008  -0.692575511231552365E+001    1
   0.118504207134246808E+001   0.434038549661636353E+002   0.186664462089538574E+001  -0.108449669473576676E+008  -0.692675511231553909E+001    1
   0.878335142135620139E+000   0.483059287071228027E+002   0.668362677097320557E+001  -0.106395055788436942E+008  -0.692775511231552343E+001    1
   0.970573806762695335E+000   0.484572678804397583E+002   0.625461041927337646E+001  -0.105232751686404161E+008  -0.692875511231550334E+001    1
   0.114762094020843497E+001   0.446056038141250610E+002   0.343229472637176514E+001  -0.105133291200417355E+008  -0.692975511231548769E+001    1
   0.835046267509460538E+000   0.390979498624801636E+002   0.639185309410095215E+000  -0.104248731116645802E+008  -0.693075511231546315E+001    1
   0.880911231040954590E+000   0.392874598503112793E+002   0.342726707458496094E-003  -0.102119121291683614E+008  -0.693175511231550789E+001    1
   0.983629775047302202E+000   0.430274754762649536E+002   0.352537333965301514E+001  -0.100889754724395331E+008  -0.693275511231550912E+001    1
   0.109896228313446054E+001   0.462763875722885132E+002   0.515592992305755615E+001  -0.964161113765145838E+007  -0.693375511231550057E+001    1
   0.950630879402160622E+000   0.431242614984512329E+002   0.413168966770172119E+001  -0.960108758382963389E+007  -0.693475511231554709E+001    1
   0.942221736907958962E+000   0.393418669700622559E+002   0.535947084426879883E+000  -0.954683798297845013E+007  -0.693575511231551811E+001    1
   0.110370869636535640E+001   0.414770454168319702E+002   0.256727933883666992E+001  -0.899848026179367118E+007  -0.693675511231548558E+001    1
   0.811884188652038596E+000   0.380774199962615967E+002   0.217081010341644287E+001  -0.865197720719662122E+007  -0.693775511231549125E+001    1
   0.114990265369415279E+001   0.432437270879745483E+002   0.405810475349426270E+001  -0.847465650892617181E+007  -0.693875511231549424E+001    1
   0.115655186176300040E+001   0.471379846334457397E+002   0.623303353786468506E+001  -0.828967325503924303E+007  -0.693975511231547948E+001    1
   0.980390548706054688E+000   0.387598037719726562E+002   0.228020548820495605E+001  -0.775660694845072366E+007  -0.694075511231545761E+001    1
   0.113031980991363534E+001   0.428114682435989380E+002   0.454602837562561035E+001  -0.764953333598579001E+007  -0.694175511231546682E+001    1
   0.957134008407592773E+000   0.412415325641632080E+002   0.461000502109527588E+001  -0.740254370281142648E+007  -0.694275511231551334E+001    1
   0.849374818801879927E+000   0.394679874181747437E+002   0.443213284015655518E+001  -0.719657192279801797E+007  -0.694375511231550835E+001    1
