   0.825200802087783902E+000  -0.496695399284362793E+001   0.196350550651550293E+002   0.453494787216186523E+000  -0.677312946366046462E+007  -0.690775511231546968E+001    1
   0.859108018875122115E+000   0.492990314960479736E+001  -0.191414022445678711E+002   0.143803584575653076E+002  -0.614410027937609795E+007  -0.690875511231548245E+001    1
   0.868138426542282127E+000  -0.463556885719299316E+001  -0.176945877075195312E+002   0.150491392612457275E+002  -0.550009430091473274E+007  -0.690975511231547301E+001    1
   0.845543962717056341E+000  -0.493691086769104004E+001   0.174230384826660156E+002   0.188976299762725830E+002  -0.548560421952763572E+007  -0.691075511231547601E+001    1
   0.905797284841537542E+000  -0.498698651790618896E+001   0.197435498237609863E+002   0.155753755569458008E+002  -0.544722755298201833E+007  -0.691175511231546658E+001    1
   0.815129142999649114E+000  -0.416464567184448242E+001  -0.173159432411193848E+002   0.140175676345825195E+002  -0.533716466273880284E+007  -0.691275511231547579E+001    1
   0.879211229085922308E+000   0.497422039508819580E+001  -0.185213875770568848E+002   0.148408162593841553E+002  -0.533361399663674925E+007  -0.691375511231547435E+001    1
   0.851630502939224265E+000  -0.483805477619171143E+001  -0.163507866859436035E+002   0.115497803688049316E+002  -0.521926399993109517E+007  -0.691475511231548357E+001    1
   0.866487634181976385E+000  -0.472113013267517090E+001  -0.164953732490539551E+002   0.156391799449920654E+002  -0.504164394684353564E+007  -0.691575511231552209E+001    1
   0.908040648698806852E+000  -0.492902100086212158E+001  -0.172362399101257324E+002   0.167239534854888916E+002  -0.502334629615623597E+007  -0.691675511231554463E+001    1
   0.817520761489868186E+000   0.483426213264465332E+001  -0.179620146751403809E+002   0.669906497001647949E+001  -0.478346398553127795E+007  -0.691775511231549967E+001    1
   0.808241033554077171E+000   0.434919834136962891E+001   0.170059776306152344E+002   0.247481584548950195E+001  -0.473206285251214635E+007  -0.691875511231549378E+001    1
   0.884406346082687422E+000   0.432751476764678955E+001   0.191872715950012207E+002   0.100642836093902588E+002  -0.463523178269655723E+007  -0.691975511231551454E+001    1
   0.876931458711624146E+000   0.397364258766174316E+001   0.190246582031250000E+002   0.177690863609313965E+002  -0.460284625245604105E+007  -0.692075511231548113E+001    1
   0.890847653150558472E+000  -0.439486324787139893E+001   0.198736572265625000E+002   0.180303192138671875E+002  -0.460213424111037422E+007  -0.692175511231547080E+001    1
   0.837194299697876065E+000   0.394474089145660400E+001   0.176979303359985352E+002   0.112478482723236084E+002  -0.436843900645041745E+007  -0.692275511231549334E+001    1
   0.885824179649353116E+000  -0.450923502445220947E+001  -0.175823712348937988E+002   0.100907087326049805E+001  -0.431236467401149962E+007  -0.692375511231548746E+001    1
   0.987080109119415350E+000   0.463982403278350830E+001   0.188435292243957520E+002   0.103254914283752441E+001  -0.431169232110893447E+007  -0.692475511231548957E+001    1
   0.824605691432952925E+000  -0.353652417659759521E+001  -0.182325935363769531E+002   0.144372510910034180E+002  -0.416938005718625849E+007  -0.692575511231552365E+001    1
   0.856949377059936568E+000   0.479167044162750244E+001  -0.184993934631347656E+002   0.461866259574890137E+001  -0.395673135089247674E+007  -0.692675511231553909E+001    1
   0.815268671512603849E+000  -0.395024120807647705E+001  -0.174218702316284180E+002   0.320526599884033203E+001  -0.388424146487470064E+007  -0.692775511231552343E+001    1
   0.818988394737243719E+000  -0.373955428600311279E+001   0.198422622680664062E+002   0.172496557235717773E+001  -0.378239324790842226E+007  -0.692875511231550334E+001    1
   0.822724890708923406E+000   0.385935068130493164E+001  -0.195816564559936523E+002   0.286538720130920410E+001  -0.366225552874239115E+007  -0.692975511231548769E+001    1
   0.836903190612793058E+000   0.409934222698211670E+001   0.157062983512878418E+002   0.972765445709228516E+001  -0.356588191226485837E+007  -0.693075511231546315E+001    1
   0.975618386268615856E+000   0.423197090625762939E+001   0.193040847778320312E+002   0.160267114639282227E+002  -0.351665426307894476E+007  -0.693175511231550789E+001    1
   0.859193956851959317E+000  -0.450207293033599854E+001   0.170630717277526855E+002   0.974448800086975098E+001  -0.348751854448104929E+007  -0.693275511231550912E+001    1
   0.814128625392913863E+000  -0.359937906265258789E+001   0.181837296485900879E+002   0.139250135421752930E+002  -0.348648105172821833E+007  -0.693375511231550057E+001    1
   0.830865699052810713E+000   0.309184074401855469E+001   0.191001296043395996E+002   0.154464912414550781E+002  -0.346681617188262986E+007  -0.693475511231554709E+001    1
