   0.804319679737091064E+000   0.229601860046386719E+002   0.209774389863014221E+002  -0.414742844346187586E+026  -0.690775511231546968E+001    1
   0.803384912014007635E+000   0.206956505775451660E+002   0.786191225051879883E+000  -0.298156513128593352E+024  -0.690875511231548245E+001    1
   0.800991380214691184E+000   0.495438188314437866E+002   0.566868484020233154E+000  -0.102750466849247840E+017  -0.690975511231547301E+001    1
   0.801301819086074896E+000   0.407130509614944458E+002   0.482651144266128540E+001  -0.687541853748242400E+016  -0.691075511231547601E+001    1
   0.801294130086898870E+000   0.476681768894195557E+002   0.225535914301872253E+002  -0.635077458348806700E+016  -0.691175511231546658E+001    1
   0.805177593231201194E+000   0.301175683736801147E+002   0.439702123403549194E+001  -0.122035857565144100E+016  -0.691275511231547579E+001    1
   0.804883319139480635E+000   0.194611996412277222E+002   0.541393309831619263E+001  -0.111724529861422225E+016  -0.691375511231547435E+001    1
   0.800390404462814398E+000   0.496794372797012329E+002   0.194692194461822510E+002  -0.379418406503706562E+015  -0.691475511231548357E+001    1
   0.803293251991271995E+000   0.176472038030624390E+002   0.187715679407119751E+002  -0.273957688771827906E+015  -0.691575511231552209E+001    1
   0.804728609323501654E+000   0.182238787412643433E+002   0.546367615461349487E+001  -0.185992618536512250E+015  -0.691675511231554463E+001    1
   0.802379995584487915E+000   0.132285565137863159E+002   0.992310196161270142E+001  -0.112543334037797844E+015  -0.691775511231549967E+001    1
   0.803251606225967474E+000   0.181119740009307861E+002   0.406192690134048462E+001  -0.101629771720831219E+015  -0.691875511231549378E+001    1
   0.803945958614349365E+000   0.327538639307022095E+002   0.919807702302932739E+001  -0.980146658083314531E+014  -0.691975511231551454E+001    1
   0.803191792964935369E+000   0.120242416858673096E+002   0.425929874181747437E+001  -0.171745959633225254E+014  -0.692075511231548113E+001    1
   0.802711838483810447E+000   0.633475184440612793E+001   0.225082010030746460E+002  -0.867744405925746582E+012  -0.692175511231547080E+001    1
   0.805021739006042569E+000   0.204851031303405762E+002   0.177210539579391479E+002  -0.245548770105293518E+012  -0.692275511231549334E+001    1
   0.802129369974136419E+000   0.345470011234283447E+001   0.209049418568611145E+002  -0.198775969235792725E+012  -0.692375511231548746E+001    1
   0.801816606521606468E+000   0.741234123706817627E+001   0.108986809849739075E+002  -0.525902376363916016E+011  -0.692475511231548957E+001    1
   0.802967846393585205E+000   0.134743005037307739E+002   0.995454192161560059E+001  -0.524193172723991013E+011  -0.692575511231552365E+001    1
   0.972977590560913153E+000   0.495869308710098267E+002   0.589022040367126465E+000  -0.504450062195049763E+009  -0.692675511231553909E+001    1
   0.879211229085922308E+000   0.498711019754409790E+002   0.924132764339447021E+000  -0.483615981601871073E+009  -0.692775511231552343E+001    1
   0.937781679630279585E+000   0.499526709318161011E+002   0.163586735725402832E+001  -0.468314407211830974E+009  -0.692875511231550334E+001    1
   0.837122237682342618E+000   0.486927628517150879E+002   0.202141702175140381E+000  -0.448374481540327728E+009  -0.692975511231548769E+001    1
   0.959948366880416959E+000   0.468583077192306519E+002   0.281721353530883789E-001  -0.405216649320216715E+009  -0.693075511231546315E+001    1
   0.921936082839965865E+000   0.472432762384414673E+002   0.869189202785491943E+000  -0.398061164902554214E+009  -0.693175511231550789E+001    1
   0.817985463142395064E+000   0.465938657522201538E+002   0.402162969112396240E+000  -0.372006240258299649E+009  -0.693275511231550912E+001    1
   0.108686277270317078E+001   0.452800512313842773E+002   0.622549653053283691E+000  -0.371455535812119901E+009  -0.693375511231550057E+001    1
   0.106513133645057678E+001   0.439776241779327393E+002   0.287060439586639404E+000  -0.330022926105174124E+009  -0.693475511231554709E+001    1
   0.927930355072021484E+000   0.484572678804397583E+002   0.312730520963668823E+001  -0.326961750587736964E+009  -0.693575511231551811E+001    1
   0.103074929714202890E+001   0.451182901859283447E+002   0.175769329071044922E+001  -0.319643219642918468E+009  -0.693675511231548558E+001    1
   0.821749192476272650E+000   0.458495140075683594E+002   0.174588412046432495E+001  -0.316003994056468844E+009  -0.693775511231549125E+001    1
