    0.999262068506674872E+00    0.459741358517952392E+00   -0.292590798127935914E+01    0.127825897206037311E+02   -0.819258606792332813E+02
    0.995126098805512393E+00    0.416300320528146415E+02   -0.903343576440898133E-01    0.128126189557637833E+02   -0.798900805168999426E+02
    0.103818865989610787E+01   -0.582840293345721960E+01    0.656069153733969124E+00    0.126230425702442535E+02   -0.792396419193615742E+02
    0.101621839024863703E+01   -0.172339352851563632E+01    0.275975231844107771E+01    0.142450094775097185E+02   -0.792061954544520006E+02
    0.102884749980502122E+01   -0.218286314843792582E+02    0.197460961182271078E+00    0.167150932565354751E+02   -0.791140599897845931E+02
    0.100177014013777055E+01    0.640651852121052912E+00   -0.309141106839979152E+01    0.137776383732938097E+02   -0.788346717638224277E+02
    0.102483748772848626E+01   -0.106866846355012370E+02    0.418574847932237759E+00    0.165395991135116063E+02   -0.787305404366507275E+02
    0.996531152124873643E+00    0.786787686937202579E+01   -0.473714605643827724E+00    0.129738892661268874E+02   -0.786244174694051736E+02
    0.100414339060377888E+01    0.217473959263403316E+01   -0.751500643761897180E+00    0.127516734814685790E+02   -0.784986483470169674E+02
    0.105294888090552186E+01    0.624242598341526644E+01   -0.497556521935296203E+00    0.150535299365027928E+02   -0.784685210890916380E+02
    0.106770877565778499E+01   -0.252474372968730556E+02    0.643538557607525874E-01    0.104955560664024929E+02   -0.783848502197171086E+02
    0.997617925474228784E+00   -0.438883764007749733E+01    0.580668723933319697E+00    0.145591750452293756E+02   -0.783382809099156390E+02
    0.100998437501159111E+01    0.124532829026430392E+01   -0.374917087612685673E+01    0.158990978379484726E+02   -0.783110117696905235E+02
    0.998613242757360187E+00   -0.189619862638667485E+02    0.216622581473561837E+00    0.137775271782395734E+02   -0.782862452892270397E+02
    0.985533951968387334E+00    0.280732258954855922E+02   -0.112651339792951610E+00    0.137604452359090637E+02   -0.781939108776353606E+02
    0.104441160674098499E+01    0.438879671654455450E+01   -0.331507208883853544E+00    0.122949324384620020E+02   -0.781744754753562319E+02
    0.101180298188233198E+01    0.296010911278929711E+02   -0.136807352907073465E+00    0.161807134048665411E+02   -0.781055862951948257E+02
    0.105634581156344298E+01    0.135775463727155454E+01   -0.219085914573637064E+01    0.144861932807473330E+02   -0.780741216841649788E+02
    0.100037144517884613E+01   -0.781087656242259953E+01    0.557565889483449872E+00    0.152973302686434351E+02   -0.780625545595929538E+02
    0.105234257793456232E+01   -0.120782469720374763E+01    0.201773030578882206E+01    0.141985888971860312E+02   -0.779843041429690373E+02
    0.100359973537173786E+01    0.743572387648752908E+01   -0.162678231951460361E+00    0.774560965565495430E+01   -0.779841916566289370E+02
    0.104440958494731584E+01    0.191606508588213842E+01   -0.196573416734060835E+01    0.154983722001413753E+02   -0.778026112277873239E+02
    0.104592704903471745E+01   -0.397554376205485340E+02    0.859866587606870070E-01    0.153368731050838072E+02   -0.777734959063220543E+02
    0.100673280983189284E+01   -0.123511394976571154E+01    0.276654535108880584E+01    0.120894138217020632E+02   -0.777652208696308094E+02
    0.999413844147176489E+00   -0.347411722386948156E+02    0.119242867783485806E+00    0.141118742050522936E+02   -0.777375039883815049E+02
    0.103568926587299925E+01    0.756996741269267659E+01   -0.590762235695515336E+00    0.153540126224888169E+02   -0.777367654975954281E+02
    0.993314679452437566E+00   -0.342455616214275267E+02    0.745831754443679884E-01    0.140493526167157015E+02   -0.777329608769755396E+02
    0.103367275414506676E+01   -0.781944133462395996E+00    0.411369414035194048E+01    0.115755382127778219E+02   -0.776944565832643548E+02
    0.999688420650268306E+00   -0.935542154215873722E+00    0.373368477298556201E+01    0.153538089297923204E+02   -0.776695556649756469E+02
    0.993303723207537348E+00    0.168400413004374627E+01   -0.207656830877851251E+01    0.148565722157526920E+02   -0.776665846138150187E+02
    0.101504086981633002E+01    0.382292245941767561E+01   -0.213951644613680436E+00    0.841571983067737150E+01   -0.776475182220193290E+02
    0.102036660302169957E+01    0.158201178272516785E+01   -0.294934606035416635E+01    0.155621784408361279E+02   -0.776187753913453378E+02
    0.994442458457933998E+00    0.113738435958688200E+01   -0.331007711867970666E+01    0.137484721589683279E+02   -0.775368888989610809E+02
    0.105734803346114892E+01   -0.168898471189436350E+02    0.182751676229059967E+00    0.139101026717616421E+02   -0.775175173188472257E+02
    0.100678378070878316E+01   -0.264400694811669865E+02    0.782044796634027151E-01    0.136764088490714855E+02   -0.774974538715429162E+02
    0.101444660221119198E+01    0.484697806968117249E+02   -0.692273738307855879E-01    0.118270651605325110E+02   -0.774971100534685888E+02
    0.100216386134305391E+01    0.206656639140479115E+01   -0.177107811328933673E+01    0.153900276991431273E+02   -0.773438933654607581E+02
    0.102686612654429021E+01    0.955420679684488050E+01   -0.208390283518477659E+00    0.137453724208430437E+02   -0.773331303678499751E+02
    0.988894390416692248E+00    0.222415916936930955E+02   -0.905515518460102697E-01    0.114911113026878358E+02   -0.773266968858678894E+02
    0.100870041983355718E+01   -0.958263733245203753E+00    0.413313370236768840E+01    0.156893969478847310E+02   -0.772801498909546609E+02
    0.102403718885668149E+01   -0.348906328627052176E+00    0.215474992485683536E+01    0.789867080409151789E+01   -0.772795183985000733E+02
    0.993519645772138471E+00    0.252907495387194530E+02   -0.120695505871266207E+00    0.144359767181132916E+02   -0.772740241166399642E+02
    0.105130731308639769E+01   -0.113837466857928860E+01    0.313435286492746989E+01    0.138724467489657339E+02   -0.772611542157027031E+02
    0.105020903801744891E+01    0.178875209559561199E+01   -0.171155033880253882E+01    0.120710042661534889E+02   -0.772521483635174633E+02
    0.100874484927000796E+01    0.261724153965833182E+02   -0.452001966126438504E-01    0.105086460684457244E+02   -0.772260466784997135E+02
    0.997628745989991739E+00   -0.302084654993686463E+02    0.841311259883692486E-01    0.140847500592533645E+02   -0.772206669291340830E+02
    0.994217457677865735E+00    0.331523190078510765E+01   -0.894392410672296023E+00    0.143778821526921554E+02   -0.771933884615527859E+02
    0.104001321530368696E+01   -0.266203840618071297E+01    0.706474576483566707E+00    0.133007130122838149E+02   -0.771929679688984578E+02
    0.102400691767692509E+01    0.548203612936958962E+00   -0.313151737244979689E+01    0.129789641823937814E+02   -0.771663290373507778E+02
    0.105684097068076710E+01    0.120628950393674472E+01   -0.130928365407709402E+01    0.117222666474924999E+02   -0.771398898269218165E+02
    0.100306933789523733E+01   -0.278874686772108262E+02    0.502588786058648651E-01    0.850536630190859633E+01   -0.771248316189277858E+02
    0.104605110277219615E+01    0.948398518387826073E+00   -0.303599426390330551E+01    0.146959171134545485E+02   -0.771196977645302155E+02
    0.104718262666732609E+01   -0.102700074093830409E+02    0.368400470884015618E+00    0.141001755309480501E+02   -0.770881486977222607E+02
    0.100889363512988428E+01    0.223427874483142119E+02   -0.134398236371918500E+00    0.113879869226168822E+02   -0.770842861014189396E+02
    0.105688528051703612E+01   -0.416070239159118671E+00    0.390606320453757050E+01    0.933027867929020083E+01   -0.770718685249965745E+02
    0.105012425139506904E+01   -0.122571324730903939E+02    0.223881496836618510E+00    0.113880162192461487E+02   -0.770317216296116527E+02
    0.102701879898427206E+01   -0.153886195552096723E+02    0.967567998145142383E-01    0.122259380558495909E+02   -0.770300400112770092E+02
    0.104794745745798212E+01    0.808270801826658669E+00   -0.326027614653913300E+01    0.142835527841765071E+02   -0.769828647610019630E+02
    0.100523195694089007E+01   -0.445577817619948746E+00    0.245089950237158050E+01    0.941874102043991712E+01   -0.769476432040936089E+02
    0.104378109645884765E+01    0.142187287670301288E+01   -0.276896275238340417E+01    0.142966010503255525E+02   -0.769175876471566937E+02
    0.101486787207937112E+01   -0.158027856059468519E+01    0.214162687323593737E+01    0.154876593205365811E+02   -0.769076964251807595E+02
    0.101250942438189373E+01   -0.592134079587158624E+01    0.678192930296935614E+00    0.155920093832893922E+02   -0.768498539123841908E+02
    0.103892219887151693E+01   -0.289733810518890778E+01    0.727689999655458664E+00    0.137051614363765193E+02   -0.768358286546468321E+02
    0.103747857167713198E+01    0.527508954441565692E+01   -0.692911642569059794E+00    0.153750531001919040E+02   -0.768352600368813086E+02
    0.996996707297572504E+00   -0.344153370909477161E+02    0.102290021280904142E+00    0.146670367949142957E+02   -0.768070857081416705E+02
    0.100234113071690745E+01    0.122941625634734351E+02   -0.300501265440596299E+00    0.150865701564879640E+02   -0.767565653444380160E+02
    0.100768956028901435E+01   -0.218373321741439952E+01    0.160379848390817070E+01    0.153046975422455773E+02   -0.767523288692735406E+02
    0.102273620713158353E+01   -0.325594050756126450E+02    0.111961991671295280E+00    0.156010819061694423E+02   -0.767147355504815209E+02
    0.104816963148275688E+01   -0.487589562648972645E+02    0.345682037141328280E-01    0.123595559255306462E+02   -0.767011264265131985E+02
    0.105899326265947646E+01   -0.219153024772297940E+02    0.115959069559136374E+00    0.120692901507674240E+02   -0.766817373997945566E+02
    0.995797504951263623E+00   -0.246243002586404458E+01    0.822908846313975317E+00    0.126082413809658629E+02   -0.766731624336177902E+02
    0.999070722960656799E+00   -0.135585932163659919E+02    0.244230596982754733E+00    0.147237887055635728E+02   -0.766683456738385729E+02
    0.103044650884535605E+01   -0.129081538899554715E+01    0.330326351651041783E+01    0.152628759640225660E+02   -0.766660522795908719E+02
    0.104575846211890222E+01    0.810478245616174320E+00   -0.106598199135242133E+01    0.784593345284931409E+01   -0.766524837347814127E+02
    0.101202847335747936E+01    0.135948915018325778E+01   -0.269217109854829006E+01    0.154560300258268608E+02   -0.766461912418866831E+02
    0.991436296231276160E+00    0.481632802755414247E+01   -0.517427554165609038E+00    0.118748964757503970E+02   -0.766120763909090812E+02
    0.100407115541487335E+01   -0.380895124033010291E+01    0.928221442694088239E+00    0.150912239996378013E+02   -0.766110143501355196E+02
    0.102413332002782553E+01   -0.368338921806414277E+01    0.114789465858822126E+01    0.154535742344748428E+02   -0.766067876467146647E+02
    0.100866561784024888E+01   -0.440183869374116412E+02    0.966012458333391777E-01    0.145202537846594932E+02   -0.766062137669676986E+02
    0.101229394449290511E+01    0.145848629522619433E+01   -0.297558984963026729E+01    0.148657976421079034E+02   -0.765835840671489194E+02
    0.996498292814163911E+00    0.153296400774023311E+01   -0.195636134487621005E+01    0.142571485908105196E+02   -0.765620946762389707E+02
    0.103653061376031430E+01   -0.406182671137386819E+00    0.230577720656309548E+01    0.921837430509776290E+01   -0.765322674306885773E+02
    0.100308519161768239E+01    0.161299392159578616E+02   -0.199916784927919977E+00    0.148396976032047903E+02   -0.765157781577518534E+02
    0.104991809464224040E+01    0.318242333985175634E+02   -0.347441506056274108E-01    0.976790537267935299E+01   -0.764911356569445928E+02
    0.106010771667099957E+01   -0.175845887683228099E+02    0.113038610808423812E+00    0.119869506077513517E+02   -0.764882933785235366E+02
    0.103536780146387453E+01   -0.311113023910673547E+01    0.118610011651210812E+01    0.152783407319498181E+02   -0.764638708830573677E+02
    0.102201828273621476E+01   -0.756874461271629428E+01    0.207042505533717502E+00    0.122564963734750201E+02   -0.764512111654978810E+02
    0.100474142350735884E+01   -0.346880414190794255E+02    0.698507956007086150E-01    0.139153216223231659E+02   -0.764361499562026125E+02
