   0.804837292432785123E+000   0.283853262662887573E+001  -0.475633025169372559E+001   0.818501412868499756E+000  -0.332453626892720088E+008  -0.690775511231546968E+001    1
   0.804205310344696112E+000   0.199199557304382324E+001  -0.358593761920928955E+001   0.210378840565681458E+002  -0.186592334584534205E+008  -0.690875511231548245E+001    1
   0.800002056360244795E+000   0.213401377201080322E+001  -0.462737500667572021E+001   0.217251121997833252E+002  -0.168692254146187156E+008  -0.690975511231547301E+001    1
   0.805177593231201194E+000   0.301175683736801147E+001  -0.324119150638580322E+001   0.135619714856147766E+002  -0.156956566912217196E+008  -0.691075511231547601E+001    1
   0.804319679737091064E+000   0.229601860046386719E+001   0.339097559452056885E+001   0.834199786186218262E+001  -0.102435233042003568E+008  -0.691175511231546658E+001    1
   0.802102154493331998E+000   0.341393649578094482E+001   0.224417865276336670E+001   0.820375531911849976E+001  -0.100023979422649629E+008  -0.691275511231547579E+001    1
   0.804320305585861206E+000   0.229571461677551270E+001  -0.234714388847351074E+001   0.293990373611450195E+001  -0.525887742257997859E+007  -0.691375511231547435E+001    1
   0.805016696453094482E+000   0.228284329175949097E+001   0.236642479896545410E+001   0.184493511915206909E+002  -0.473668970926668681E+007  -0.691475511231548357E+001    1
   0.803945958614349365E+000   0.327538639307022095E+001  -0.132076919078826904E+001   0.282076001167297363E+000  -0.378566867807724327E+007  -0.691575511231552209E+001    1
   0.803835111856460616E+000   0.389542013406753540E+001   0.115549743175506592E+001   0.144388362765312195E+002  -0.346381025161581952E+007  -0.691675511231554463E+001    1
   0.803397321701049827E+000   0.463240712881088257E+001   0.851888656616210938E+000   0.684987455606460571E+001  -0.311782697176984558E+007  -0.691775511231549967E+001    1
   0.802537244558334417E+000   0.490700751543045044E+001  -0.805153250694274902E+000   0.349193215370178223E+001  -0.256719628677159129E+007  -0.691875511231549378E+001    1
   0.803553837537765547E+000   0.324028789997100830E+001   0.986871719360351562E+000   0.227370262145996094E+001  -0.235607383732970525E+007  -0.691975511231551454E+001    1
