Nested Sampling Global Log-Evidence           :   -0.154475167800750540E+03  +/-    0.688134246695475543E-01
Nested Importance Sampling Global Log-Evidence:   -0.154722047089960199E+03  +/-    0.382161192298741681E-01

Dim No.       Mean        Sigma
   1    0.104179757895132008E+01    0.238843961824881795E-01
   2    0.321138251301768118E+01    0.166187336265532402E+02
   3    0.221708262756832919E+00    0.185071255054641592E+01
   4    0.103213682758657708E+02    0.264641071724632537E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.104805097063703223E+01
   2    0.213903441113751143E+02
   3    0.189259060996277206E+00
   4    0.893835146584619267E+01

MAP Parameters
Dim No.        Parameter
   1    0.103325361828608897E+01
   2   -0.269211321523226346E+02
   3   -0.200228564379338003E+00
   4    0.124538776256132859E+02
