    0.109830542747153825E+01    0.312465787128517007E+02    0.117032681061663837E+02   -0.431909904112747336E+04
    0.109762578896074237E+01    0.306563861477762529E+02    0.118896595051344214E+02   -0.431828860239126334E+04
    0.109891535338242319E+01    0.310644926280668408E+02    0.115220824847419774E+02   -0.431774925732892552E+04
    0.109825399125705481E+01    0.310618677594386483E+02    0.118229709109392083E+02   -0.431741661240461599E+04
    0.109911644727346358E+01    0.299398059472474500E+02    0.119880536999031140E+02   -0.431737013073439812E+04
    0.109808053174175946E+01    0.302970330896620297E+02    0.119264303158422784E+02   -0.431716253227306697E+04
    0.109866050446476082E+01    0.301559139641235987E+02    0.121016756147645559E+02   -0.431700233423306327E+04
    0.109842983232817404E+01    0.310238135293792894E+02    0.116849618891448941E+02   -0.431669029092712026E+04
    0.109836079896220551E+01    0.303220939427259317E+02    0.120487587909158123E+02   -0.431663473766446350E+04
    0.109926914019840738E+01    0.299879501233150307E+02    0.121016193967862620E+02   -0.431650832823086785E+04
    0.109944218291478779E+01    0.300985760395024897E+02    0.117605470948975146E+02   -0.431638039241912338E+04
    0.109830432015371859E+01    0.308687713149545147E+02    0.119302307444399478E+02   -0.431636555529946691E+04
    0.109984059623082842E+01    0.300212049036189015E+02    0.122691854935340690E+02   -0.431625961105692477E+04
    0.109865121465411453E+01    0.306743371374057539E+02    0.116376039596970813E+02   -0.431600643301384207E+04
    0.109986389322314593E+01    0.304143646698396175E+02    0.115673547818244362E+02   -0.431600500584057590E+04
    0.109840025649676010E+01    0.303328006167668853E+02    0.118476442818634968E+02   -0.431593193923606850E+04
    0.109931806163196089E+01    0.299945792144338625E+02    0.120192803980906273E+02   -0.431592126485960580E+04
    0.109914164560331740E+01    0.312734101563908062E+02    0.116343518688229661E+02   -0.431587266600028124E+04
    0.109881748187181527E+01    0.307839136720956930E+02    0.116037578274765192E+02   -0.431586220328810396E+04
    0.109927888786212580E+01    0.309786442654379712E+02    0.121316010628567881E+02   -0.431586127460439820E+04
    0.109864392690761181E+01    0.302098401760769342E+02    0.119313830526738656E+02   -0.431575110059113740E+04
    0.109979436517617213E+01    0.312496308562416267E+02    0.121025986465654665E+02   -0.431573095429223304E+04
    0.109946997222027520E+01    0.314424771012900734E+02    0.116839067212460606E+02   -0.431571010296205168E+04
    0.109823380716395569E+01    0.307117481474877714E+02    0.118158955122547926E+02   -0.431563085704558762E+04
    0.109992820628494670E+01    0.312467041917259216E+02    0.121289372415535457E+02   -0.431562755582073714E+04
    0.109885636026733136E+01    0.311668415239528933E+02    0.118577822888554536E+02   -0.431562613105850687E+04
    0.109943374051248255E+01    0.305052243094808375E+02    0.122586835027888554E+02   -0.431554901484809398E+04
    0.109886343435599443E+01    0.310879875581741736E+02    0.116490488999280100E+02   -0.431553961278405859E+04
    0.109983313153578921E+01    0.307451428862693454E+02    0.122924596037683713E+02   -0.431551104373666021E+04
    0.109937649044585539E+01    0.301134353645742152E+02    0.118103428166087934E+02   -0.431548370311042981E+04
    0.109975056336154675E+01    0.303152154464288941E+02    0.123036101110268632E+02   -0.431542513896234868E+04
    0.109896648040638656E+01    0.304078325001377046E+02    0.121578814836649336E+02   -0.431541742610128586E+04
    0.109902508253155706E+01    0.302811392898782898E+02    0.121461762143156911E+02   -0.431537247906397261E+04
    0.109976686448884742E+01    0.307524486068783034E+02    0.115120895990562531E+02   -0.431523886471612786E+04
    0.109977982706464439E+01    0.299458418676611764E+02    0.120620366054805359E+02   -0.431523172003253967E+04
    0.109926464374733746E+01    0.310747345584000563E+02    0.120549538334356701E+02   -0.431522498212688333E+04
    0.109991173388818986E+01    0.306546406057310712E+02    0.123116298498892398E+02   -0.431519823055869438E+04
    0.109889025548141395E+01    0.311032011291543213E+02    0.119046478971351188E+02   -0.431516928788450332E+04
    0.109902661951692915E+01    0.305769213810383853E+02    0.116358657403590851E+02   -0.431515163691239104E+04
    0.109978156853412257E+01    0.314610689467260052E+02    0.116123215275533660E+02   -0.431507664818313333E+04
    0.109982335047967394E+01    0.303805841830989465E+02    0.123073713018289350E+02   -0.431505582546952792E+04
    0.109870534961520860E+01    0.305534466601996400E+02    0.117118627246504001E+02   -0.431495177833645266E+04
    0.109846557688479463E+01    0.308068001070946060E+02    0.117771963104786579E+02   -0.431494772624714460E+04
    0.109940656601155817E+01    0.309321996813872886E+02    0.115468351830952045E+02   -0.431493412470570183E+04
    0.109857930416588312E+01    0.303527467524129051E+02    0.119087312063464115E+02   -0.431493406319892347E+04
    0.109988795534034489E+01    0.309204411738447327E+02    0.122365328341933512E+02   -0.431491750407920063E+04
    0.109905304800501424E+01    0.301582827376861822E+02    0.120214797497437900E+02   -0.431490629001796879E+04
    0.109908400609048096E+01    0.310786659317299438E+02    0.119825991564490053E+02   -0.431490555766960370E+04
