   0.801321840286254972E+000   0.495438188314437866E+002   0.113373696804046631E+001  -0.284353274428668134E+008  -0.690775511231546968E+001    1
   0.905614972114562988E+000   0.498711019754409790E+002   0.184826552867889404E+001  -0.245415502196990959E+008  -0.690875511231548245E+001    1
   0.849496316909790106E+000   0.486927628517150879E+002   0.404283404350280762E+000  -0.236465213307046480E+008  -0.690975511231547301E+001    1
   0.103063678741455078E+001   0.495869308710098267E+002   0.117804408073425293E+001  -0.213700295064412765E+008  -0.691075511231547601E+001    1
   0.823980617523193404E+000   0.465938657522201538E+002   0.804325938224792480E+000  -0.209845519666276462E+008  -0.691175511231546658E+001    1
   0.983708906173706099E+000   0.499526709318161011E+002   0.327173471450805664E+001  -0.199128312092457972E+008  -0.691275511231547579E+001    1
   0.962581443786621138E+000   0.472432762384414673E+002   0.173837840557098389E+001  -0.196957221082690358E+008  -0.691375511231547435E+001    1
   0.101326448917388912E+001   0.468583077192306519E+002   0.563442707061767578E-001  -0.181973324162758328E+008  -0.691475511231548357E+001    1
   0.830299854278564453E+000   0.442967534065246582E+002   0.522929430007934570E+000  -0.169498076569220312E+008  -0.691575511231552209E+001    1
   0.896000480651855447E+000   0.446347057819366455E+002   0.134527683258056641E+001  -0.160774851714756005E+008  -0.691675511231554463E+001    1
   0.828998923301696777E+000   0.458495140075683594E+002   0.349176824092864990E+001  -0.151000680073456895E+008  -0.691775511231549967E+001    1
   0.923480248451232888E+000   0.452784448862075806E+002   0.317960679531097412E+001  -0.147386083447946385E+008  -0.691875511231549378E+001    1
   0.869456863403320401E+000   0.444149404764175415E+002   0.264960229396820068E+001  -0.138169313676048759E+008  -0.691975511231551454E+001    1
   0.118248369693756095E+001   0.452800512313842773E+002   0.124509930610656738E+001  -0.124493026529433783E+008  -0.692075511231548113E+001    1
   0.916573143005371072E+000   0.465585827827453613E+002   0.535952746868133545E+001  -0.116961340164608583E+008  -0.692175511231547080E+001    1
   0.115350844860076895E+001   0.439776241779327393E+002   0.574120879173278809E+000  -0.112309410906269047E+008  -0.692275511231549334E+001    1
   0.101699154376983647E+001   0.448351979255676270E+002   0.369185507297515869E+001  -0.112234379078787975E+008  -0.692375511231548746E+001    1
   0.970573806762695335E+000   0.484572678804397583E+002   0.625461041927337646E+001  -0.111409095546008926E+008  -0.692475511231548957E+001    1
   0.879198575019836448E+000   0.459280878305435181E+002   0.540990233421325684E+001  -0.106930947080772109E+008  -0.692575511231552365E+001    1
   0.983629775047302202E+000   0.430274754762649536E+002   0.352537333965301514E+001  -0.105887294248346984E+008  -0.692675511231553909E+001    1
   0.950630879402160622E+000   0.431242614984512329E+002   0.413168966770172119E+001  -0.104324904032240678E+008  -0.692775511231552343E+001    1
   0.942221736907958962E+000   0.393418669700622559E+002   0.535947084426879883E+000  -0.103985073985829391E+008  -0.692875511231550334E+001    1
   0.878335142135620139E+000   0.483059287071228027E+002   0.668362677097320557E+001  -0.103917779227167107E+008  -0.692975511231548769E+001    1
   0.835046267509460538E+000   0.390979498624801636E+002   0.639185309410095215E+000  -0.101129054216238279E+008  -0.693075511231546315E+001    1
   0.118504207134246808E+001   0.434038549661636353E+002   0.186664462089538574E+001  -0.100678201823330410E+008  -0.693175511231550789E+001    1
   0.880911231040954590E+000   0.392874598503112793E+002   0.342726707458496094E-003  -0.985919193505816720E+007  -0.693275511231550912E+001    1
   0.110766572952270503E+001   0.451182901859283447E+002   0.351538658142089844E+001  -0.980375190323448367E+007  -0.693375511231550057E+001    1
   0.114762094020843497E+001   0.446056038141250610E+002   0.343229472637176514E+001  -0.916375940522797592E+007  -0.693475511231554709E+001    1
   0.811884188652038596E+000   0.380774199962615967E+002   0.217081010341644287E+001  -0.887144447395189665E+007  -0.693575511231551811E+001    1
   0.109896228313446054E+001   0.462763875722885132E+002   0.515592992305755615E+001  -0.838250349155626912E+007  -0.693675511231548558E+001    1
   0.980390548706054688E+000   0.387598037719726562E+002   0.228020548820495605E+001  -0.816274513027832285E+007  -0.693775511231549125E+001    1
   0.957134008407592773E+000   0.412415325641632080E+002   0.461000502109527588E+001  -0.801037773176826723E+007  -0.693875511231549424E+001    1
   0.110370869636535640E+001   0.414770454168319702E+002   0.256727933883666992E+001  -0.799840994648255873E+007  -0.693975511231547948E+001    1
   0.114990265369415279E+001   0.432437270879745483E+002   0.405810475349426270E+001  -0.736702025359761063E+007  -0.694075511231545761E+001    1
   0.115655186176300040E+001   0.471379846334457397E+002   0.623303353786468506E+001  -0.710829124344118312E+007  -0.694175511231546682E+001    1
   0.849374818801879927E+000   0.394679874181747437E+002   0.443213284015655518E+001  -0.691947101250539627E+007  -0.694275511231551334E+001    1
   0.952719759941101030E+000   0.415908128023147583E+002   0.589020252227783203E+001  -0.666001747463047784E+007  -0.694375511231550835E+001    1
   0.113031980991363534E+001   0.428114682435989380E+002   0.454602837562561035E+001  -0.656657975025245920E+007  -0.694475511231550335E+001    1
   0.108718316555023198E+001   0.469403952360153198E+002   0.752138495445251465E+001  -0.570619636075579654E+007  -0.694575511231551523E+001    1
   0.119945921897888175E+001   0.429077774286270142E+002   0.560593307018280029E+001  -0.566216530616052635E+007  -0.694675511231552090E+001    1
   0.904597663879394553E+000   0.480319023132324219E+002   0.959773659706115723E+001  -0.560992858559888974E+007  -0.694775511231551945E+001    1
   0.926458930969238259E+000   0.362588256597518921E+002   0.393037796020507812E+001  -0.545389379545431677E+007  -0.694875511231547005E+001    1
   0.905467128753662087E+000   0.392207711935043335E+002   0.587202310562133789E+001  -0.533459786844201293E+007  -0.694975511231546506E+001    1
