Nested Sampling Global Log-Evidence           :   -0.238118637021751276E+02  +/-    0.905990390365666309E-01
Nested Importance Sampling Global Log-Evidence:   -0.229437968944611264E+02  +/-    0.948661696282482036E-01

Dim No.       Mean        Sigma
   1    0.100226292633188097E+01    0.133753250647854118E-01
   2    0.166876879401628897E+01    0.222460800411472703E+00
   3    0.666732371734160267E+01    0.230577142413588243E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.100318535020550192E+01
   2    0.168941390158962701E+01
   3    0.662778263243563615E+01

MAP Parameters
Dim No.        Parameter
   1    0.992015326739150494E+00
   2    0.188042235929465140E+01
   3    0.100599915653207983E+02
