Nested Sampling Global Log-Evidence           :   -0.158559875266185060E+02  +/-    0.759859458206876559E-01
Nested Importance Sampling Global Log-Evidence:   -0.152448342755061645E+02  +/-    0.824937727014666417E-01

Dim No.       Mean        Sigma
   1    0.103458988627815440E+01    0.179649081812306571E-01
   2    0.219561389060194800E+01    0.548814655164054921E+00
   3    0.100841744926168122E+02    0.417484971081594214E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103510094616298121E+01
   2    0.198374108701261487E+01
   3    0.816484033729746450E+01

MAP Parameters
Dim No.        Parameter
   1    0.103549114691654420E+01
   2    0.210305667089831561E+01
   3    0.119163741645450347E+02
