Nested Sampling Global Log-Evidence           :   -0.147837513393463436E+02  +/-    0.753794238358689167E-01
Nested Importance Sampling Global Log-Evidence:   -0.137471418757530834E+02  +/-    0.335031272406872527E+00

Dim No.       Mean        Sigma
   1    0.103441349113239189E+01    0.176951043714365618E-01
   2    0.220084501450608627E+01    0.560681072509813583E+00
   3    0.100660839565364846E+02    0.418587815457262558E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103368886955428962E+01
   2    0.200312911654369907E+01
   3    0.841872791963213452E+01

MAP Parameters
Dim No.        Parameter
   1    0.105774647333837679E+01
   2    0.219259082682129547E+01
   3    0.857379875743109210E+01
