Nested Sampling Global Log-Evidence           :   -0.126871979078837409E+02  +/-    0.729984037407557657E-01
Nested Importance Sampling Global Log-Evidence:   -0.119075854516855912E+02  +/-    0.323940010934771094E+00

Dim No.       Mean        Sigma
   1    0.103348261008000786E+01    0.205548354906255996E-01
   2    0.230815160709983225E+01    0.679479321139207282E+00
   3    0.109573765716285543E+02    0.492542884306549844E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103491264520393322E+01
   2    0.200048054558408817E+01
   3    0.840314416072656201E+01

MAP Parameters
Dim No.        Parameter
   1    0.101010347167524550E+01
   2    0.272278054246907431E+01
   3    0.143437492121172454E+02
