Nested Sampling Global Log-Evidence           :   -0.151747268111146987E+02  +/-    0.762641586533801957E-01
Nested Importance Sampling Global Log-Evidence:   -0.144391607819348202E+02  +/-    0.180969838643636943E+00

Dim No.       Mean        Sigma
   1    0.103461656680353986E+01    0.184267396670482371E-01
   2    0.223688219739402205E+01    0.557172871562913397E+00
   3    0.105180223213186466E+02    0.403221323129728404E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103389288479780150E+01
   2    0.197586643423297126E+01
   3    0.814341025884929515E+01

MAP Parameters
Dim No.        Parameter
   1    0.102437201187429205E+01
   2    0.202747385165587035E+01
   3    0.661955603821371152E+01
